84559	100710	- Grot O.L.Vrouw van Lourdes met beeld O.L.Vrouw en H. Bernadette in gepolychromeerd gips. O.L.Vrouw met vergulde kroon met sierstenen en rozenkrans  - Grot omgeven door smeedijzeren hek met cirkelmotieven en pijlers met vergulde accenten  - Armluchters			Lourdesgrot	
84560	100711	- Met beeld van Christus aan kruis (ho. 280cm) geflankeerd door Maria (ho. 135cm) en H. Johannes (ho. 135cm)  - Beelden in gepolychromeerd gips, geplaatst op gipsen sokkels (ho. 35, br. 40, di. 36cm) met koolbladen  - Omringd door smeedijzeren hek met cir			Calvarie	
84561	100712	- O.L.Vrouw op houten sokkel  - Gepolychromeerd hout			Beeld O.L.Vrouw	
84562	100713	- H.Hartbeeld, gepolychromeerd hout, geappliceerde glasstenen in verschillende kleuren  - Gezet op houten sokkel (POV.0200.0095)			H. Hart Jezus	
84563	100715	H.Therzsia van Lisieux(op sokkel aan pilaar)			H. Theresia van Lisieux	
84564	100716	H.. Fransiscus Xaverius(op sokkel aan pilaar)				
84565	100717	H.Jozef(op sokkel aan pilaar)				
84566	100718	H.Antonius van Padua(op sokkel aan pilaar)				
84567	100719	- Kindje Jezus draagt rijksappel in linkerhand, en maakt zegenend gebaar met rechter hand			Kindje Jezus van Praag	
84568	100720	Reliekhouder in de vorm van een kruis. Op voet.			H.Kruis	
84569	100721	Zilveren ciborie met deksel. Kruisje bovenaan. Met ingeslagen bloemmotieven.				
84570	100722	Ciborie in verguld koper en bezet met sierstenen (3 rode). Kruisje op deksel. Vastdraaiend deksel.  Ingeslagen bloemmotieven.				
84571	100723	Zilveren en gedeeltelijk vergulde pyxis met vastdraaiend deksel. Kruisje op deksel.				
84572	100724	Pateen met 2 lepeltjes. Afbeelding van lam met kruis en vlag. Verguld koper. In jutezakje.				
84573	100725	Relieken van:Appolonia VM/S Teresa Jesu infanti/Oss S Huberti/Bernardi Ab/S Corneli PM/S Rita vid/  Nicolei Tolenk O/Vincentius a Paulo/S Maria Goretti VM/Ex Ossilius/S Joanis Bosco/D Pallio/S Josephi/  S Dominicus C/  + nog enkel niet geïdentificeerde re				
84574	100726	kruisbeeld op preekstoel. H. 47 Kristus - H.75 kruis				
84575	100727	- Muurkandelaar bij Lourdesgrot :1 kaars  - S-vormige arm met knoop en bladwerk, ronde vetvanger met leliefries			Armluchter Lourdesgrot	
84576	100728	- Muurkandelaar bij grot :3 kaarsen  - S-vormige arm met druivenbladeren, 3 ronde vetvangers met onderaan leliefries			Armluchter Lourdesgrot	
84577	100729	- Muurkandelaar bij grot :6 kaarsen  - S-vormige getorste arm met bloemtakje, 6 armen met bloem, ronde vetvangers met leliefries			Armluchter Lourdesgrot	
84578	100730	- Muurkandelaar bij Lourdesgrot:1 kaars  - S-vormige getorste arm met knop, versierd met druifbladeren en druiventrossen  - Gekroond schildje met 'M' op een blauwe achtergrond  - Ronde vetvanger met leliefries			Armluchter Lourdesgrot	
84579	100731	- Staande kandelaar met 3 kaarsen  - Ronde voet, gedraaide stam met knoop, ronde vetvangers met leliefries				
84580	100732	- Verzilverde processielantaarn op houten stok, knorrenfries, zeszijdige lantaarn met onder - en bovenaan geaggureerde geometrische figuren  - Bovenaan lantaarn vlambekroning en koepelvormig knorrenfries				
84581	100733				H.Godlieve van Gistel	
84582	100736	Knielstoelen met zitting in bordeaux skai. 14 verhoogde zitstoelen met 2 leuningen en 3 verhoogde  zitstoelen zonder leuning				
84583	100737	Reliekhouder met bloemmotieven			Reliekhouder van de H.Macharius	
84584	100738	Koperen reliekhouder bezet met 8 sierstenen			Reliekhouder van de H. Rochus	
